cluster,ShotsFired,ShotsHit,Accuracy,AvgReactionTime,VarianceAcc,StdDevAcc,VarianceReactionTime,StdDevReactionTime,StdDevShotsHit
0,102.66666666666667,88.33333333333333,87.61636352666666,2.107680877,99.31713485666667,9.583177407333332,0.04444856320999999,0.20040166376666668,2.374585231166667
1,224.71428571428572,193.34285714285716,86.46052398685714,0.9872095210371429,15.811834951519144,3.513381998834286,0.009595469789197144,0.078784145628,4.033570545077143
2,69.0,59.0,88.72103118666666,3.685660203,31.92564487466667,5.085246602333334,0.5428219139666667,0.7317622899999999,2.185079972
